3 -0.000
4 0.500
5 0.606
6 0.197
7 -0.000
8 0.393
9 0.614
10 0.560
11 0.543
12 0.548
13 0.475
14 0.187
15 0.010
16 0.341
17 0.564
18 0.536
19 0.528
20 0.539
