3 0.516
4 0.395
5 0.776
6 0.521
7 0.753
8 0.485
9 0.572
10 0.564
11 0.599
12 0.552
13 0.575
14 0.563
15 0.560
16 0.555
17 0.561
18 0.559
19 0.560
20 0.559
