1 1.000
2 0.686
3 0.649
4 0.588
5 0.580
6 0.569
7 0.560
8 0.560
9 0.560
10 0.560
11 0.560
12 0.560
13 0.560
14 0.560
15 0.560
16 0.560
17 0.560
18 0.560
19 0.560
20 0.560
21 0.560
