3 0.75000
4 0.62500
5 0.62500
6 0.87500
7 0.98438
8 0.88281
9 0.85547
10 0.91992
11 0.95605
12 0.95313
13 0.96484
14 0.98792
15 0.99689
16 0.99139
17 0.99065
18 0.99530
19 0.99568
20 0.99561
