3 0.87500
4 0.68750
5 0.65625
6 0.89063
7 0.99219
8 0.88672
9 0.85742
10 0.92090
11 0.95654
12 0.95337
13 0.96497
14 0.98798
15 0.99692
16 0.99149
17 0.99091
18 0.99530
19 0.99576
20 0.99570
