3 0.181
4 0.405
5 0.637
6 0.282
7 0.009
8 0.392
9 0.647
10 0.591
11 0.557
12 0.568
13 0.536
14 0.233
15 0.007
16 0.346
17 0.587
18 0.554
19 0.546
20 0.566
