3 0.516
4 0.481
5 0.503
6 0.508
7 0.508
8 0.508
9 0.508
10 0.508
11 0.508
12 0.508
13 0.508
14 0.508
15 0.508
16 0.508
17 0.508
18 0.508
19 0.508
20 0.508
